Show_Id,Cast,Country,Date_Added,Description,Director,Duration,Listed_In,Rating,Release_Year,Title,Type
S2552,Siddharth   Andrea Jeremiah   Anisha Victor   Atul Kulkarni   Suresh   Prakash Belawadi,India,2018-01-09,In this Hindi version of .....Aval  ..... a young couple..s relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood.,Milind Rau,135 min,Horror Movies   International Movies   Thrillers,TV-14,2017,The House Next Door,Movie
S2553,Mahesh Babu   Rakul Preet Singh   S.J. Surya   Bharath Srinivasan   Priyadarshi Pullikonda   RJ Balaji,India,2018-08-28,When an Intelligence Bureau officer’s phone-tapping day job leads him to a serial killer   he must track down and thwart the murderer’s next steps.,A.R. Murugadoss,140 min,Action & Adventure   International Movies,TV-14,2017,Spyder,Movie
S2554,Tapsee Pannu   Akshay Kumar   Manoj Bajpayee   Prithviraj Sukumaran   Danny Denzongpa   Anupam Kher   Zakir Hussain   Virendra Saxenda,India,2018-08-28,A fiery young woman accepts help from a spy agency to avenge her lover..s murder. In return   she must prove herself as one of their top recruits.,Shivam Nair,141 min,Action & Adventure   International Movies,TV-14,2017,Naam Shabana,Movie
S2555,Shah Rukh Khan   Anushka Sharma   Aru Krishansh Verma   Chandan Roy Sanyal   Evelyn Sharma   Kavi Shastri   Barbora Mudrochova   Paula Donner   Denis Dorokhov   Martavious Gayles,India,2017-12-02,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.,Imtiaz Ali,142 min,Comedies   International Movies   Romantic Movies,TV-14,2017,Jab Harry Met Sejal,Movie
S2556,Varun Dhawan   Jacqueline Fernandez   Tapsee Pannu   Rajpal Yadav   Sachin Khedekar   Anupam Kher   Zakir Hussain   Pavan Malhotra,India,2018-03-01,Separated at birth   twins Raja and Prem couldn..t be more different. But when fate puts them both in London   they start being mistaken for each other.,David Dhawan,145 min,Action & Adventure   Comedies   International Movies,TV-14,2017,Judwaa 2,Movie
S2557,Akshay Kumar   Bhumi Pednekar   Divyendu Sharma   Atul Srivastava   Anupam Kher   Ayesha Raza Mishra   Mukesh S Bhatt   Shubha Khote   Sudhir Pandey,India,2018-08-21,On her first day of marriage   a woman leaves her husband upon learning his home lacks a toilet   sparking a quixotic quest to acquire modern sanitation.,Shree Narayan Singh,145 min,Comedies   Dramas   International Movies,TV-14,2017,Toilet: Ek Prem Katha,Movie
S2558,Parvathy Ratheesh   Biju Sopanam   Sethulekshmi Amma   Molly Angamaly,India,2018-08-01,The spirit of a murdered woman contacts four bachelors   enlisting their help to find her killer.,B.N. Shajeer Sha,147 min,Comedies   Horror Movies   International Movies,TV-14,2017,Lechmi,Movie
S2559,Andrea Jeremiah   Anjali   Vasanth Ravi   Adrian Knight Jesly   Azhagamperumal   Lizzie Antony   Nivas Adithan   Abhishek D Shah,India,2019-01-01,A traditional man and an independent woman share a connection   but they must learn to navigate their vastly different experiences and expectations.,Ram,148 min,Dramas   Independent Movies   International Movies,TV-14,2017,Taramani,Movie
S2560,Osman Khalid Butt   Ainy Jaffri   Sadaf Kanwal   Khurram Patras   Ali Sheikh   Zeeshan Ali   Durdana Butt   Shafqat Cheema   Adeel Hashmi   Javed Sheikh,Pakistan,2018-03-01,Determined to stop his ex-girlfriend from marrying   a young man crashes the wrong wedding and meets a bride looking to run away.,Haissam Hussain,149 min,International Movies   Romantic Movies,TV-14,2017,Balu Mahi,Movie
S2561,Jayasurya   Vinayakan   Sunny Wayne   Vijay Babu   Saiju Kurup   Vineeth Mohan   Unni Rajan P. Dev   Dharmajan Bolgatty   Indrans,India,2018-05-15,When Shaji Pappan and his gang of goofy outlaws find themselves low on funds   they plan to once again win a hefty prize in a tug-of-war competition.,Midhun Manuel Thomas,150 min,Comedies   International Movies,TV-14,2017,Aadu 2,Movie
S2562,Dulquer Salmaan   Nassar   Sruthi Hariharan   Dhansika   Anson Paul   Neha Sharma,India,2018-03-01,Four disparate lives – a gangster   a student   a veterinarian and a soldier – are evocatively connected to elements of earth   fire   wind and water.,Bejoy Nambiar,150 min,Dramas   International Movies,TV-14,2017,Solo,Movie
S2563,Zaira Wasim   Meher Vij   Raj Arjun   Aamir Khan   Tirth Sharma,India,2018-03-23,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,Advait Chandan,150 min,Dramas   International Movies   Music & Musicals,TV-14,2017,Secret Superstar,Movie
S2564,Saif Ali Khan   Shahid Kapoor   Kangana Ranaut   Shriswara   Richard McCabe   Satoru Kawaguchi   Surendra Pal   Lin Laishram,India,2017-05-29,During World War II   daredevil star Miss Julia entertains soldiers at the Indo-Burma border   where she..s caught up in a web of love and deceit.,Vishal Bhardwaj,153 min,Action & Adventure   Dramas   International Movies,TV-14,2017,Rangoon,Movie
S2565,Joseph Vijay   S.J. Surya   Kajal Aggarwal   Samantha Ruth Prabhu   Nithya Menon   Vadivelu   Sathyaraj,India,2018-08-21,A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge   corruption and magic.,Atlee Kumar,162 min,Action & Adventure   Dramas   International Movies,TV-14,2017,Mersal,Movie
S2566,Chris Burkard   Sam Hammer   Heidar Logi   Elli Thor Magnusson   Ingo Olsen   Timmy Reyes   Justin Quintal   Steve Hawk   Sigurdur Jonsson   Mark Renneker,United States,2017-12-15,Six fearless surfers travel to the north coast of Iceland to ride waves unlike anything they..ve ever experienced   captured with high-tech cameras.,Chris Burkard,40 min,Action & Adventure   Documentaries   Sports Movies,TV-14,2017,Under an Arctic Sky,Movie
S2567,Kishore Kumar G.   Yasmin Ponnappa   Mithraboomi Saravanan,India,2018-03-01,A scientist trying to solve one of the universe..s greatest puzzles begins a romance with a much younger colleague that..s haunted by a dark secret.,Dhilip Kumar,41 min,Dramas   Independent Movies   International Movies,TV-14,2017,Kalki,Movie
S2568,Cal Seville,United Kingdom,2017-06-01,Explore how Caesar   Napoleon   Mussolini   Hitler and modern-day dictators consolidated their considerable power through bold and brazen coups.,Cal Seville,47 min,Documentaries,TV-14,2017,How to Stage a Coup,Movie
S2569,Jonathan Kydd,United Kingdom,2017-06-15,Starting in 1881   this film describes how the personal battle between the royal Romanovs and Lenin..s Ulyanov family led to the Russian Revolution.,Cal Seville,47 min,Documentaries,TV-14,2017,The Russian Revolution,Movie
S2570,Null,Null,2018-04-01,In this exploration of the life-changing power of the ocean   six people from very different backgrounds find purpose and meaning in the sea.,Keith Malloy,49 min,Documentaries   Sports Movies,TV-14,2017,Fishpeople,Movie
S2571,Null,United States,2018-01-01,An 18-year-old struggling to understand her best friend..s suicide talks to teenagers who have grappled with mental illness and suicidal thoughts.,Kiki Goshay   Jacqueline Monetta,50 min,Documentaries,TV-14,2017,Not Alone,Movie
S2572,Null,United Kingdom,2019-02-01,This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent   successful figures in history.,Rebecca Harrison,52 min,Documentaries,TV-14,2017,What Makes a Psychopath?,Movie
S2573,Null,United States,2019-07-01,At a former Nazi execution site in Lithuania   an international team of archaeologists searches for a lost escape tunnel dug by Jewish prisoners.,Paula Apsell   Kirk Wolfinger,54 min,Documentaries,TV-14,2017,NOVA: Holocaust Escape Tunnel,Movie
S2574,Null,France,2017-11-01,Trace the history of Hitler..s armored private train   a 15-car mobile headquarters boasting state-of-the-art communications and anti-aircraft cannons.,Daniel Ablin,54 min,Documentaries   International Movies,TV-14,2017,Hitler..s Steel Beast,Movie
S2575,Ryan Hamilton,United States,2017-08-29,Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life   hot-air ballooning and going to Disney World alone.,Marcus Raboy,57 min,Stand-Up Comedy,TV-14,2017,Ryan Hamilton: Happy Face,Movie
S2576,Vince Carter,United States,2018-05-01,Featuring eight-time NBA All-Star Vince Carter   this documentary takes an in-depth look at his impact on pop culture and the Canadian basketball scene.,Sean Menard,60 min,Documentaries   Sports Movies,TV-14,2017,The Carter Effect,Movie
S2577,Null,Argentina   Italy,2018-05-16,Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas   delving into the ideas of origin   diaspora and heritage.,Mercedes Cordova,66 min,Documentaries   International Movies,TV-14,2017,Food on the Go,Movie
S2578,Trevor Noah,United States,2017-02-21,The .....Daily Show..... host ponders the perils of naming countries   how traffic lights turn New Yorkers invincible and why you shouldn..t drink in Scotland.,David Paul Meyer,67 min,Stand-Up Comedy,TV-14,2017,Trevor Noah: Afraid of the Dark,Movie
S2579,Null,United States,2018-01-29,A surgeon claims to remove high tech microchips that aliens used to manipulate the human race. This documentary seeks to separate fact from fiction.,Jeremy Kenyon Lockyer Corbell,68 min,Documentaries,TV-14,2017,Patient Seventeen,Movie
S2580,Null,Italy   United States,2018-07-23,In Rome   .....Exorcist..... director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town.,William Friedkin,69 min,Documentaries   Horror Movies,TV-14,2017,The Devil and Father Amorth,Movie
S2581,Imran Rasheed   Mittal Chouhan   Trimala Adhikari   Bhushan Vikas   Ravi Goswami   Raghav Dutt   Kumkum Chouhan   Rohan Mobarsa,India,2019-01-29,In this heart-wrenching coming-of-age story   a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey.,Nishil Sheth,74 min,Dramas   Independent Movies   International Movies,TV-14,2017,Bhasmasur,Movie
S2582,Jim Gaffigan,United States,2017-01-10,America..s king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.,Jeannie Gaffigan,74 min,Stand-Up Comedy,TV-14,2017,Jim Gaffigan: Cinco,Movie
S2583,Prilly Latuconsina   Sandrinna Michelle   Shareefa Daanish   Indra Brotolaras   Kinaryosih   Inggrid Widjanarko   Asha Kenyeri Bermudez   Wesley Andrew   Kevin Bzezovski Taroreh   Gamaharitz,Indonesia,2019-03-27,Adapted from a best-selling novel   this horror film shows Risa befriending ghosts until an evil spirit tries to take her sister to the other side.,Awi Suryadi,75 min,Horror Movies   International Movies,TV-14,2017,Danur: I Can See Ghosts,Movie
S2584,Paulina García   Claudio Rissi,Argentina   Chile,2018-11-08,While traveling across Argentina to a new job   a longtime maid encounters a salesman who opens her eyes to life..s beauty and possibilities.,Cecilia Atán   Valeria Pivato,78 min,Dramas   International Movies,TV-14,2017,The Desert Bride,Movie
S2585,Hamada Helal   Yousra El Lozy   Ahmed Fathy   Mohammed Tharwat   Samia Trabelsi   Diaa El-Merghani   Abdalah Mishrif   Mohamed Metwalli   Samy Maghawry   Bayoumi Fouad   Inas al-Najjar   Taher Abu Lela,Egypt,2019-05-02,When a con man tries to retrieve a bag of money   he swoons for a woman with ties to a notorious crew of criminals.,Akram Farouk,79 min,Comedies   International Movies,TV-14,2017,Hamza..s Suitcase,Movie
S2586,Null,United States,2017-05-26,Mobilized by teenage activist Joshua Wong   young citizens of Hong Kong take to the streets in a bid to preserve their history of autonomy from China.,Joe Piscatella,79 min,Documentaries,TV-14,2017,Joshua: Teenager vs. Superpower,Movie
S2587,Djamila   Niek Roozen   Bente Fokkens   Jolijn Henneman   Fenna Ramos   Jill Schirnhofer   Donny Roelvink   Défano Holwijn   Luca Gilliot,Netherlands,2019-08-03,After living in America for years   a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school.,Erwin van den Eshof,81 min,Children & Family Movies   Comedies   International Movies,TV-14,2017,Misfit,Movie
S2588,Null,United States   Australia   China,2017-04-28,Local actors from JonBenet Ramsey..s hometown offer multiple perspectives on her 1996 murder as they vie to play roles in a dramatization of the case.,Kitty Green,81 min,Documentaries,TV-14,2017,Casting JonBenet,Movie
S2589,Justin Fashanu   John Fashanu,United Kingdom,2017-12-01,This documentary chronicles the tragic   true story of Justin Fashanu   the first – and only – openly gay man to have played professional soccer.,Jon Carey   Adam Darke,81 min,Documentaries   International Movies   LGBTQ Movies,TV-14,2017,Forbidden Games: The Justin Fashanu Story,Movie
S2590,Gift Ngoepe,United States   South Africa,2019-12-15,The remarkable true story of Gift Ngoepe   the first African to play for Major League Baseball   is recounted in this inspiring documentary.,Brodje Wemboendja,81 min,Documentaries   International Movies   Sports Movies,TV-14,2017,Hope: One in a Billion,Movie
S2591,Null,Spain,2018-12-15,An eclectic group of fans of 1966..s .....The Good   the Bad and the Ugly..... attempt to restore the cemetery set in Spain where the movie..s climax was filmed.,Guillermo de Oliveira,83 min,Documentaries   International Movies,TV-14,2017,Sad Hill Unearthed,Movie
S2592,Mahmood El-Laithi   Saad El Soghayar   Nermin Maher   Safinaz,Egypt,2019-06-06,Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.,Hani Hamdi,84 min,Comedies   International Movies   Music & Musicals,TV-14,2017,It..s Okay   Buddy,Movie
S2593,Null,France   Netherlands   South Africa   Finland,2018-02-26,Winnie Mandela speaks about her extraordinary and controversial career   from her early life to her marriage to her ongoing efforts to end apartheid.,Pascale Lamche,85 min,Documentaries   International Movies,TV-14,2017,Winnie,Movie
S2594,Eva Marcille   Richard Gant   Redaric Williams   Allen Maldonado   Erica Ash   Brely Evans,United States,2017-12-19,With their divorce set to become final on Christmas day   a couple must decide if they..re really ready to throw in the towel on their relationship.,Kenny Young,85 min,Romantic Movies,TV-14,2017,Miss Me This Christmas,Movie
S2595,Macon Blair   Lee Eddy   John Merriman   Byron Brown   Jason Newman,United States,2018-01-02,After being dumped on New Year..s Eve   Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town   but things get complicated along the way.,Craig Elrod,86 min,Comedies   Dramas   Independent Movies,TV-14,2017,Mustang Island,Movie
S2596,Ime Bishop Umoh   Alexx Ekubo   Stanley Chibunna   Ella Betts   Adi Lev   Kemi Olofinmakin,Nigeria,2019-12-21,Nigerian students Okon and Bona experience culture shock – several shocks   really – after being selected for an exchange program in London.,Sunkanmi Adebayo,86 min,Comedies   International Movies,TV-14,2017,Lost in London,Movie
S2597,Kent Osborne   Dylan Sprouse   Rae Gray   Alycia Delmore   Robert Longstreet   Chris Bauer   Randall Park   Mitchell Edwards   Victoria Zeutzius   Leslie Thurston   Matthew J. Evans,United States,2018-02-19,An intelligent but intense honor student traumatizes his high school teacher and mentor when he doesn..t get the grade he believes he deserves.,Benjamin Arfmann,87 min,Thrillers,TV-14,2017,Dismissed,Movie
S2598,Null,Null,2017-12-15,This documentary pays tribute to the young cadets who gave their lives to defend Mexico against U.S. forces during the battle of Chapultepec Castle.,Ignacio López Escrivá,88 min,Documentaries   International Movies,TV-14,2017,Los Niños Héroes de Chapultepec,Movie
S2599,Udhay   Kiran Raj   I.M. Vijayan   Sandhanam   Shivani Bhai   Sangeetha Balan,India,2018-08-01,After losing her father   a young woman moves to the city to earn money. When she finds a job at a mysterious bungalow   her worst nightmares come true.,Sabu Varghese,88 min,Horror Movies   International Movies,TV-14,2017,Mythily Veendum Varunnu,Movie
S2600,Hedy Lamarr,United States,2018-05-31,An unearthed audio interview of Hollywood icon Hedy Lamarr reveals a woman with brains as well as beauty   who was the first to patent frequency hopping.,Alexandra Dean,89 min,Documentaries,TV-14,2017,Bombshell: The Hedy Lamarr Story,Movie
S2601,Rajat Kapoor   Lushin Dubey   Kalki Koechlin   Shiv Pandit   Adil Hussain   Rohan Joshi   Yuri Suri   Maya Krishna Rao,India,2017-12-15,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.,Nicholas Kharkongor,89 min,Dramas   Independent Movies   International Movies,TV-14,2017,Mantra,Movie
S2602,Daphne Zuniga   Seann Gallagher   Lisa Marie Caruk   Matt Bellefleur   Ava Hughes   Britt Irvin   Lochlyn Munro,Canada,2019-06-18,A widow searches for her missing teenage daughter   not knowing that her seemingly helpful neighbor is hiding a terrible secret.,George Mendeluk,89 min,Thrillers,TV-14,2017,The Wrong Babysitter,Movie
S2603,Null,United States,2019-01-15,In this true crime documentary   a family falls prey to the manipulative charms of a neighbor   who abducts their adolescent daughter. Twice.,Skye Borgman,90 min,Documentaries,TV-14,2017,Abducted in Plain Sight,Movie
S2604,Null,United Kingdom,2017-04-01,From his star turn at Woodstock to his battles with addiction   this film chronicles the stormy life and unique talent of soulful singer Joe Cocker.,John Edginton,90 min,Documentaries   International Movies   Music & Musicals,TV-14,2017,Joe Cocker: Mad Dog with Soul,Movie
S2605,Alicia Leigh Willis   Blake Michael   Trevor St. John   Lindsay Hartley   Eric Nelsen   Wolfgang Bodison,United States,2019-03-15,When a law professor fails an ambitious student for academic dishonesty   he goes to terrifying lengths to seek revenge for more than just his grade.,Steven R. Monroe,90 min,Thrillers,TV-14,2017,The Student,Movie
S2606,Null,United States,2018-02-19,Los Angeles police officers embark on an innovative program mentoring promising students from the harsh   gang-infested Watts neighborhood.,Gregory Caruso,91 min,Documentaries,TV-14,2017,A Week in Watts,Movie
S2607,Null,Germany   Italy,2019-07-12,Farmers   scientists and industry insiders delve into the hidden costs and consequences of global dairy production and offer up possible solutions.,Andreas Pichler,91 min,Documentaries   International Movies,TV-14,2017,The Milk System,Movie
S2608,Null,Spain,2018-01-01,Interviews with global policymakers and girls in Gambia and Kenya detail the horrors of female genital mutilation and the growing efforts to end it.,Jose Manuel Colón,91 min,Documentaries   International Movies,TV-14,2017,Eve..s Apple,Movie
S2609,Adam Rayner   Eliza Dushku   Ian Ogilvy   James Remar   Roger Moore   Enrique Murciano   Thomas Kretschmann   Beatrice Rosen   Greg Grunberg   Yani Gellman,United States,2017-08-10,Master thief Simon Templar – also known as the Saint – is hired by a wealthy banker to find his kidnapped daughter   but not all is as it seems.,Ernie Barbarash,92 min,Action & Adventure,TV-14,2017,The Saint,Movie
S2610,Rachel Crow   Ashleigh Murray   Sasheer Zamata   Danielle Nicolet   David Sullivan   Tim Blake Nelson   Missi Pyle   Arturo Castro   Sharon Lawrence   Brooke Markham   Kinna McInroe   Myko Olivier   Lance Gray,United States,2017-03-17,With their mother in jail and bills piling up   ambitious small-town teens Deidra and Laney plot a series of train robberies to keep themselves afloat.,Sydney Freeland,92 min,Comedies   Dramas   Independent Movies,TV-14,2017,Deidra & Laney Rob a Train,Movie
S2611,Michael O’Neill,Brazil   India   China   United States,2018-01-10,Based on photographer Michael O’Neill’s book of the same name   this documentary traces the author’s 10-year journey through the landscape of yoga.,Heitor Dhalia,92 min,Documentaries   Faith & Spirituality,TV-14,2017,On Yoga The Architecture of Peace,Movie
S2612,Null,United States   Australia   Samoa   United Kingdom,2017-05-01,This documentary recounts the feats of the Coxless Crew   a team of four women who rowed from San Francisco to Australia in support of two charities.,Sarah Moshman,92 min,Documentaries   Sports Movies,TV-14,2017,Losing Sight of Shore,Movie
S2613,Maika Monroe   Matt O..Leary   Arnar Jónsson   Gunnar Helgason   Berglind Rós Sigurðardóttir,United States   Iceland,2017-06-22,After learning they are the sole survivors of an eerie apocalypse   a young American couple on vacation in Iceland ponder their love and the future.,Geoffrey Orthwein   Andrew Sullivan,92 min,Dramas   Independent Movies   Sci-Fi & Fantasy,TV-14,2017,Bokeh,Movie
S2614,Ahmed Eid   Saki Tsukamoto   Nada Moussa   Mohammed Tharwat,Egypt,2019-06-06,After his wife relocates to her home country of Japan   an Egyptian man – and father of two rambunctious kids – tries to win her back.,Mahmoud Karim,93 min,Children & Family Movies   Comedies   Dramas,TV-14,2017,From Japan to Egypt,Movie
S2615,Uche Jumbo   Omoni Oboli   Sola Sobowale   Chioma Chukwuka-Akpotha   Ufuoma McDermott   Odunlade Adekola   Kalu Ikeagwu   Kenneth Okonkwo,United Kingdom,2019-12-06,After a woman is severely beaten at home   her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims.,Omoni Oboli,93 min,Comedies   Dramas   International Movies,TV-14,2017,Wives on Strike: The Revolution,Movie
S2616,Ahmed Rizk   Bosy   Bayoumi Fouad   Mahmoud Ellithy   Hayatem   Hesham Ismail   Tamer Shaltout   Alaa Morsy,Egypt,2019-07-20,A man..s inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again   off-again wife and their son.,Hassan Hegazy   Shady Ali,93 min,Comedies   International Movies   Music & Musicals,TV-14,2017,May You Prosper,Movie
S2617,Rajeev Anand   Manimegalai   A.S. Sasi Kumar   Vidhur Rajarajan   Sheela Rajkumar   Sethu Darwin   Anand Sampath   Karuna Prasad,India,2019-02-02,When caste discrimination prevents a villager from giving his deceased father a rightful burial   he takes his fight for equality to court.,Amshan Kumar,93 min,Dramas   Independent Movies   International Movies,TV-14,2017,Manusangada,Movie
S2618,Sarah Fisher   Luke Bilyk   Chantal Kreviazuk   Sergio Di Zio   Denis Akiyama   Julia Tomasone   Brittany Bristow   Zoë Belkin   Lauren Esdale   Naomi Snieckus,Canada,2017-05-01,Faced with a rare form of throat cancer   teen figure skater Carley Allison finds strength in singing for an online audience in this biopic.,Sean Cisterna,93 min,Dramas   International Movies   Romantic Movies,TV-14,2017,Kiss & Cry,Movie
S2619,Null,Null,2019-08-05,While vacationing at a resort   an ornery and outspoken man is held captive by a criminal organization.,Null,94 min,Comedies   International Movies,TV-14,2017,Alarmoty in the Land of Fire,Movie
S2620,Karra Elejalde   Alain Hernández   Juan Manuel Montilla   Joel Bosqued   Macarena García   Tito Valverde   Paco Rueda   Guillermo Furiase   Txema Blasco   Paco Sagarzazu,Spain,2018-04-27,A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,Curro Velázquez,95 min,Comedies   International Movies   Sports Movies,TV-14,2017,Holy Goalie,Movie
S2621,Jenn Gotzon Chandler   Corbin Bernsen   Lorenzo Lamas   T.C. Stallings   Jill Morrison   Lane Garrison   Jake Jacobson   Lee Benton   Riley St. John   Cricket St. John,United States,2018-06-12,After the sudden loss of her husband   a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself.,Waymon Boone,95 min,Dramas   Faith & Spirituality,TV-14,2017,My Daddy is in Heaven,Movie
S2622,Clara Lago   Alex Gonzalez   Andrés Parra   Belén Rueda,Spain   Colombia,2018-04-06,A woman who..s been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.,Hatem Khraiche,95 min,Dramas   International Movies   Sci-Fi & Fantasy,TV-14,2017,Orbiter 9,Movie
S2623,Null,Netherlands   United States,2017-06-23,Hulk Hogan..s court case against Gawker Media sheds light on wealthy   powerful figures who challenge freedom of the press in order to silence critics.,Brian Knappenberger,96 min,Documentaries,TV-14,2017,Nobody Speak: Trials of the Free Press,Movie
S2624,Gord Downie   Paul Langlois   Gord Sinclair   Rob Baker   Johnny Fay   Justin Trudeau,Canada,2017-11-12,This documentary follows the 2016 tour of beloved rock band The Tragically Hip as they make their way across Canada one last time.,Jennifer Baichwal   Nicholas de Pencier,96 min,Documentaries   International Movies   Music & Musicals,TV-14,2017,Long Time Running,Movie
S2625,Sharib Hashmi   Nutan Surya   Jyotii Sethi   Inaamulhaq   Trisha Kale   Namya Saxena   Shivam Pradhan   Kimti Anand   Paras Raj Gandhi,India,2019-12-31,Struck by the lack of clean resources for menstruating women in his village   a jobless loafer braves social stigmas to create low-cost sanitary napkins.,Abhishek Saxena,96 min,Dramas   Independent Movies   International Movies,TV-14,2017,Phullu,Movie
S2626,Bárbara Lennie   Daniel Aráoz   Claudio Tolcachir   Paula Cohen   Yanina Ávila,Argentina   Brazil   France   Poland   Germany   Denmark,2018-04-01,An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.,Diego Lerman,96 min,Dramas   International Movies   Thrillers,TV-14,2017,A Sort of Family,Movie
S2627,Marlon Wayans   Regina Hall   Dennis Haysbert   Loretta Devine   Eliza Coupe   Scott Foley   J.T. Jackson   Brian McKnight   Cory Hardrict   Neil Brown Jr.   David Sheridan   Minka Kelly,United States,2017-08-11,Rob..s madly in love and about to be married. Unfortunately   he..s also naked   stuck in an elevator and caught in a time loop.,Michael Tiddes,97 min,Comedies   Romantic Movies,TV-14,2017,Naked,Movie
S2628,Jennifer Brea   Omar Wasow   Jessica Taylor-Bearman,United Kingdom   United States,2018-01-15,In this heart-wrenching documentary   a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome.,Jennifer Brea,97 min,Documentaries,TV-14,2017,Unrest,Movie
S2629,Min-ho Lee   Zhu Xuan,China,2017-11-01,As a killer stalks the streets   a troubled young courier suspects that a doctor may be the long-lost sister he hasn..t seen since childhood.,D Ho,98 min,Action & Adventure   Dramas   International Movies,TV-14,2017,The Bittersweet,Movie
S2630,Sasha Pieterse   Alexis G. Zall   Alex Saxon   Jay Walker   Mark Blum   Neal Huff   Michael Cyril Creighton   Blanche Baker   Connor Ratliff   Will Denton,United States,2017-01-06,When a crisis threatens to destroy their high school   four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.,Emily Hagins,98 min,Children & Family Movies   Dramas,TV-14,2017,Coin Heist,Movie
S2631,Dakore Akande   Joseph Benjamin   Marc Rhys   Funke Akindele   Lydia Forson   Damilola Adegbite   Tina Mba   Patrick Doyle,Nigeria,2019-12-15,Single at 34   Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist.,Jadesola Osiberu,98 min,Comedies   International Movies   Romantic Movies,TV-14,2017,Isoken,Movie
S2632,Jessica Chastain,United States,2017-05-26,This intense documentary follows real cases of American girls enslaved in the child sex trade through ads in a newspaper..s online classified section.,Mary Mazzio,98 min,Documentaries,TV-14,2017,I Am Jane Doe,Movie
S2633,Mohamed Ramadan   Dina El-Sherbiny   Eyad Nassar   Sayed Rajab   Walid Fawaz   Eman El-Assy,Egypt,2019-08-05,A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.,Mohamed Samy,99 min,Action & Adventure   International Movies,TV-14,2017,Detention Letter,Movie
S2634,Carmen Machi   Adriana Ozores   Aitana Sánchez-Gijón   Dani Rovira   Eric Nguyen   Pedro Casablanc   José Troncoso   José Burgos   Ana López   Pedro Miguel Martínez   Nguyen Ngan Ha,Spain,2018-05-04,Along with her two friends   a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt.,Patricia Ferreira,99 min,Comedies   Dramas   International Movies,TV-14,2017,Thi Mai,Movie
S2635,Ravi Kumar   Ayesha Singh   Nishat Mallick   Archana Kotwal   Rakesh Chaturvedi Om   Nidhi Mahavan   Abhijit Sinha   Abdur Rehman,India,2019-12-31,A family’s harmonious existence is interrupted when the young son begins showing symptoms of anxiety that seem linked to disturbing events at home.,Sandeep Chatterjee,99 min,Horror Movies   Independent Movies   International Movies,TV-14,2017,Adrishya,Movie
S2636,Yuki Kaji   Sora Amamiya   Misaki Kuno   Aoi Yuki   Tatsuhisa Suzuki   Jun Fukuyama   Yuhei Takagi   Maaya Sakamoto   Tomokazu Sugita   Tsubasa Yonaga   Haruka Tomatsu   Reiko Suzuki   Akio Otsuka   Toshiyuki Morikawa   Yoko Hikasa   Toru Sakurai   Masuo Amada   Takaya Kuroda   Silk Road,Japan,2018-12-31,The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3  000 years ago.,Noriyuki Abe,100 min,Action & Adventure   Anime Features   International Movies,TV-14,2018,The Seven Deadly Sins the Movie: Prisoners of the Sky,Movie
S2637,Lana Condor   Noah Centineo   Janel Parrish   Anna Cathcart   Andrew Bachelor   Trezzo Mahoro   Madaleine Arthur   Israel Broussard   Emilija Baranac   John Corbett,United States,2018-08-17,When her secret love letters somehow get mailed to each of her five crushes   Lara Jean finds her quiet high school existence turned upside down.,Susan Johnson,100 min,Comedies   International Movies   Romantic Movies,TV-14,2018,To All the Boys I’ve Loved Before,Movie
